txn_id,txn_date,txn_time,from_account,from_name,to_account,to_name,amount_inr,txn_type,channel,sub_network,flag,notes
TXN-CYH-12226,External_Victim,A1510,2778650.69,INR,2025-09-29T16:51:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12227,External_Victim,A1510,2778650.69,INR,2025-11-03T16:46:57,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12228,External_Victim,A1510,2778650.69,INR,2025-08-15T19:55:04,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12229,External_Victim,A1510,2778650.69,INR,2025-10-19T06:09:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12230,A1510,A1003,10558872.61,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12231,External_Victim,A1511,2490594.75,INR,2025-08-06T02:40:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12232,External_Victim,A1511,2490594.75,INR,2025-06-20T08:42:38,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12233,External_Victim,A1511,2490594.75,INR,2025-07-11T22:48:05,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12234,External_Victim,A1511,2490594.75,INR,2025-09-02T05:11:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12235,External_Victim,A1511,2490594.75,INR,2025-09-15T20:04:12,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12236,A1511,A1008,11830325.04,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12237,External_Victim,A1512,4031360.38,INR,2025-11-07T09:21:49,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12238,External_Victim,A1512,4031360.38,INR,2025-07-13T11:26:05,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12239,External_Victim,A1512,4031360.38,INR,2025-06-05T17:29:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12240,A1512,A1004,11489377.09,INR,2025-11-20T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12241,External_Victim,A1513,2653510.04,INR,2025-07-05T04:44:15,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12242,External_Victim,A1513,2653510.04,INR,2025-07-10T03:14:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12243,External_Victim,A1513,2653510.04,INR,2025-06-14T14:54:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12244,External_Victim,A1513,2653510.04,INR,2025-06-27T05:48:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12245,External_Victim,A1513,2653510.04,INR,2025-10-23T17:34:57,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12246,A1513,A1008,12604172.67,INR,2025-10-31T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12247,External_Victim,A1514,2351247.11,INR,2025-06-19T10:19:18,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12248,External_Victim,A1514,2351247.11,INR,2025-11-24T20:34:03,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12249,External_Victim,A1514,2351247.11,INR,2025-06-01T07:27:11,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12250,External_Victim,A1514,2351247.11,INR,2025-08-26T11:02:03,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12251,External_Victim,A1514,2351247.11,INR,2025-10-15T07:54:28,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12252,External_Victim,A1514,2351247.11,INR,2025-11-14T01:30:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12253,A1514,A1007,13402108.52,INR,2025-11-10T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12254,External_Victim,A1515,3664351.39,INR,2025-06-10T08:56:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12255,External_Victim,A1515,3664351.39,INR,2025-08-17T14:41:41,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12256,External_Victim,A1515,3664351.39,INR,2025-06-19T07:17:37,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12257,A1515,A1010,10443401.47,INR,2025-11-06T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12258,External_Victim,A1516,2421333.77,INR,2025-07-28T19:58:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12259,External_Victim,A1516,2421333.77,INR,2025-07-17T17:17:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12260,External_Victim,A1516,2421333.77,INR,2025-06-04T22:03:12,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12261,External_Victim,A1516,2421333.77,INR,2025-07-04T22:38:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12262,External_Victim,A1516,2421333.77,INR,2025-07-24T03:52:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12263,A1516,A1010,11501335.39,INR,2025-11-13T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12264,External_Victim,A1517,2090068.37,INR,2025-06-24T20:23:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12265,External_Victim,A1517,2090068.37,INR,2025-06-18T16:18:11,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12266,External_Victim,A1517,2090068.37,INR,2025-09-20T12:48:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12267,External_Victim,A1517,2090068.37,INR,2025-10-25T00:58:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12268,External_Victim,A1517,2090068.37,INR,2025-06-09T17:53:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12269,A1517,A1012,9927824.74,INR,2025-10-29T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12270,External_Victim,A1518,2734773.66,INR,2025-08-07T09:15:40,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12271,External_Victim,A1518,2734773.66,INR,2025-06-11T23:49:06,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12272,External_Victim,A1518,2734773.66,INR,2025-11-02T00:07:47,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12273,External_Victim,A1518,2734773.66,INR,2025-06-26T05:14:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12274,External_Victim,A1518,2734773.66,INR,2025-08-14T11:45:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12275,A1518,A1007,12990174.87,INR,2025-10-29T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12276,External_Victim,A1519,3072419.45,INR,2025-08-12T03:35:53,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12277,External_Victim,A1519,3072419.45,INR,2025-07-13T03:17:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12278,External_Victim,A1519,3072419.45,INR,2025-07-08T11:55:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12279,External_Victim,A1519,3072419.45,INR,2025-08-06T10:41:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12280,A1519,A1010,11675193.90,INR,2025-10-31T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12281,External_Victim,A1520,3204416.16,INR,2025-06-16T20:46:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12282,External_Victim,A1520,3204416.16,INR,2025-07-17T18:46:03,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12283,External_Victim,A1520,3204416.16,INR,2025-11-06T22:10:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12284,External_Victim,A1520,3204416.16,INR,2025-08-14T02:13:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12285,A1520,A1005,12176781.39,INR,2025-11-15T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12286,External_Victim,A1521,2336032.33,INR,2025-10-09T12:17:31,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12287,External_Victim,A1521,2336032.33,INR,2025-07-06T16:33:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12288,External_Victim,A1521,2336032.33,INR,2025-07-28T01:35:27,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12289,External_Victim,A1521,2336032.33,INR,2025-06-05T12:40:44,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12290,External_Victim,A1521,2336032.33,INR,2025-06-13T16:32:32,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12291,External_Victim,A1521,2336032.33,INR,2025-08-19T02:35:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12292,A1521,A1003,13315384.26,INR,2025-10-31T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12293,External_Victim,A1522,4668871.40,INR,2025-08-15T15:48:52,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12294,External_Victim,A1522,4668871.40,INR,2025-08-23T12:23:30,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12295,External_Victim,A1522,4668871.40,INR,2025-09-24T04:55:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12296,A1522,A1007,13306283.48,INR,2025-11-13T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12297,External_Victim,A1523,3490516.13,INR,2025-07-17T10:41:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12298,External_Victim,A1523,3490516.13,INR,2025-11-08T18:59:05,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12299,External_Victim,A1523,3490516.13,INR,2025-10-29T06:17:41,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12300,A1523,A1008,9947970.96,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12301,External_Victim,A1524,2288459.21,INR,2025-08-20T18:47:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12302,External_Victim,A1524,2288459.21,INR,2025-07-26T08:51:37,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12303,External_Victim,A1524,2288459.21,INR,2025-11-08T09:01:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12304,External_Victim,A1524,2288459.21,INR,2025-09-06T08:09:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12305,External_Victim,A1524,2288459.21,INR,2025-10-23T01:41:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12306,External_Victim,A1524,2288459.21,INR,2025-10-31T13:00:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12307,A1524,A1008,13044217.50,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12308,External_Victim,A1525,4306878.19,INR,2025-06-20T00:09:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12309,External_Victim,A1525,4306878.19,INR,2025-11-09T18:35:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12310,External_Victim,A1525,4306878.19,INR,2025-07-15T17:03:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12311,A1525,A1007,12274602.84,INR,2025-11-22T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12312,External_Victim,A1526,2790589.92,INR,2025-11-22T20:54:33,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12313,External_Victim,A1526,2790589.92,INR,2025-06-05T07:08:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12314,External_Victim,A1526,2790589.92,INR,2025-09-05T12:27:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12315,External_Victim,A1526,2790589.92,INR,2025-07-23T04:50:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12316,External_Victim,A1526,2790589.92,INR,2025-08-16T07:03:33,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12317,A1526,A1007,13255302.11,INR,2025-11-02T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12318,External_Victim,A1527,3852774.26,INR,2025-06-29T19:19:04,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12319,External_Victim,A1527,3852774.26,INR,2025-08-02T18:02:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12320,External_Victim,A1527,3852774.26,INR,2025-08-08T19:46:40,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12321,A1527,A1005,10980406.65,INR,2025-11-12T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12322,External_Victim,A1528,3173304.51,INR,2025-08-21T08:25:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12323,External_Victim,A1528,3173304.51,INR,2025-06-30T18:07:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12324,External_Victim,A1528,3173304.51,INR,2025-06-07T18:55:44,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12325,External_Victim,A1528,3173304.51,INR,2025-10-09T23:23:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12326,A1528,A1004,12058557.15,INR,2025-11-18T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12327,External_Victim,A1529,3275314.41,INR,2025-06-07T18:19:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12328,External_Victim,A1529,3275314.41,INR,2025-06-10T05:44:39,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12329,External_Victim,A1529,3275314.41,INR,2025-06-06T16:09:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12330,External_Victim,A1529,3275314.41,INR,2025-06-19T04:04:07,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12331,A1529,A1009,12446194.75,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12332,External_Victim,A1530,2465426.63,INR,2025-09-25T19:16:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12333,External_Victim,A1530,2465426.63,INR,2025-11-06T10:10:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12334,External_Victim,A1530,2465426.63,INR,2025-09-25T12:59:40,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12335,External_Victim,A1530,2465426.63,INR,2025-07-31T19:48:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12336,External_Victim,A1530,2465426.63,INR,2025-10-14T07:24:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12337,External_Victim,A1530,2465426.63,INR,2025-10-20T01:48:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12338,A1530,A1006,14052931.78,INR,2025-11-01T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12339,External_Victim,A1531,4110710.36,INR,2025-10-11T13:34:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12340,External_Victim,A1531,4110710.36,INR,2025-09-29T10:48:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12341,External_Victim,A1531,4110710.36,INR,2025-06-04T19:09:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12342,A1531,A1010,11715524.53,INR,2025-11-06T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12343,External_Victim,A1532,2107886.05,INR,2025-07-06T17:35:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12344,External_Victim,A1532,2107886.05,INR,2025-06-10T22:24:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12345,External_Victim,A1532,2107886.05,INR,2025-07-11T22:57:41,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12346,External_Victim,A1532,2107886.05,INR,2025-10-30T22:58:27,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12347,External_Victim,A1532,2107886.05,INR,2025-07-13T18:39:59,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12348,External_Victim,A1532,2107886.05,INR,2025-06-23T10:19:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12349,A1532,A1007,12014950.47,INR,2025-11-08T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12350,External_Victim,A1533,1691250.95,INR,2025-11-06T12:30:47,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12351,External_Victim,A1533,1691250.95,INR,2025-07-15T00:28:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12352,External_Victim,A1533,1691250.95,INR,2025-08-29T17:46:35,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12353,External_Victim,A1533,1691250.95,INR,2025-07-29T03:49:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12354,External_Victim,A1533,1691250.95,INR,2025-08-11T02:06:57,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12355,External_Victim,A1533,1691250.95,INR,2025-09-17T03:46:33,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12356,A1533,A1008,9640130.42,INR,2025-11-13T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12357,External_Victim,A1534,3660367.24,INR,2025-08-10T13:45:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12358,External_Victim,A1534,3660367.24,INR,2025-06-23T18:40:12,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12359,External_Victim,A1534,3660367.24,INR,2025-11-10T10:05:27,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12360,External_Victim,A1534,3660367.24,INR,2025-11-24T08:21:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12361,A1534,A1010,13909395.52,INR,2025-11-21T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12362,External_Victim,A1535,2523257.44,INR,2025-08-01T13:01:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12363,External_Victim,A1535,2523257.44,INR,2025-06-26T08:40:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12364,External_Victim,A1535,2523257.44,INR,2025-08-12T01:45:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12365,External_Victim,A1535,2523257.44,INR,2025-07-26T06:28:02,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12366,A1535,A1003,9588378.26,INR,2025-11-07T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12367,External_Victim,A1536,1869936.25,INR,2025-08-04T08:28:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12368,External_Victim,A1536,1869936.25,INR,2025-06-23T00:21:02,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12369,External_Victim,A1536,1869936.25,INR,2025-09-26T23:29:31,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12370,External_Victim,A1536,1869936.25,INR,2025-09-03T08:04:06,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12371,External_Victim,A1536,1869936.25,INR,2025-11-08T11:09:37,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12372,External_Victim,A1536,1869936.25,INR,2025-09-17T07:11:53,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12373,A1536,A1003,10658636.62,INR,2025-11-19T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12374,External_Victim,A1537,2319037.85,INR,2025-10-29T18:12:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12375,External_Victim,A1537,2319037.85,INR,2025-11-19T00:59:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12376,External_Victim,A1537,2319037.85,INR,2025-10-04T11:29:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12377,External_Victim,A1537,2319037.85,INR,2025-09-11T14:20:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12378,External_Victim,A1537,2319037.85,INR,2025-07-09T06:04:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12379,External_Victim,A1537,2319037.85,INR,2025-08-06T13:22:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12380,A1537,A1005,13218515.72,INR,2025-11-13T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12381,External_Victim,A1538,3526601.15,INR,2025-11-09T01:31:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12382,External_Victim,A1538,3526601.15,INR,2025-07-07T19:42:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12383,External_Victim,A1538,3526601.15,INR,2025-07-06T11:09:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12384,A1538,A1006,10050813.29,INR,2025-11-04T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12385,External_Victim,A1539,1962234.40,INR,2025-08-16T19:34:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12386,External_Victim,A1539,1962234.40,INR,2025-10-13T11:51:05,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12387,External_Victim,A1539,1962234.40,INR,2025-10-20T21:04:06,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12388,External_Victim,A1539,1962234.40,INR,2025-08-22T21:24:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12389,External_Victim,A1539,1962234.40,INR,2025-06-04T13:45:12,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12390,External_Victim,A1539,1962234.40,INR,2025-08-04T14:20:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12391,A1539,A1007,11184736.06,INR,2025-11-15T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12392,External_Victim,A1540,4046502.13,INR,2025-06-02T20:43:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12393,External_Victim,A1540,4046502.13,INR,2025-09-09T21:04:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12394,External_Victim,A1540,4046502.13,INR,2025-07-29T04:57:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12395,A1540,A1011,11532531.08,INR,2025-11-01T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12396,External_Victim,A1541,2717338.95,INR,2025-09-15T15:14:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12397,External_Victim,A1541,2717338.95,INR,2025-10-10T13:08:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12398,External_Victim,A1541,2717338.95,INR,2025-08-08T14:21:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12399,External_Victim,A1541,2717338.95,INR,2025-10-01T19:28:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12400,External_Victim,A1541,2717338.95,INR,2025-07-01T13:51:27,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12401,A1541,A1011,12907360.01,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12402,External_Victim,A1542,4275171.19,INR,2025-07-14T16:58:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12403,External_Victim,A1542,4275171.19,INR,2025-09-15T07:20:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12404,External_Victim,A1542,4275171.19,INR,2025-07-30T10:22:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12405,A1542,A1009,12184237.90,INR,2025-10-29T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12406,External_Victim,A1543,4882534.10,INR,2025-08-26T08:01:44,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12407,External_Victim,A1543,4882534.10,INR,2025-07-21T03:27:34,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12408,External_Victim,A1543,4882534.10,INR,2025-06-14T18:20:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12409,A1543,A1006,13915222.18,INR,2025-11-02T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12410,External_Victim,A1544,2038125.21,INR,2025-08-04T09:46:28,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12411,External_Victim,A1544,2038125.21,INR,2025-11-08T13:06:31,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12412,External_Victim,A1544,2038125.21,INR,2025-07-25T02:21:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12413,External_Victim,A1544,2038125.21,INR,2025-06-05T20:22:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12414,External_Victim,A1544,2038125.21,INR,2025-06-22T19:20:30,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-12415,A1544,A1004,9681094.73,INR,2025-10-30T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-12416,External_Victim,A1545,2051240.35,INR,2025-07-02T18:05:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
